Entity ID,Entity Type,Canonical Name,Country,Parent Entity ID,Status
VESSEL_00253,Vessel,ESL SHEKOU,,,Operating / schedule-observed
VESSEL_00254,Vessel,ESL WASL,,,Operating / schedule-observed
VESSEL_00255,Vessel,ZHONG GU KUN MING,,,Operating / schedule-observed
VESSEL_00256,Vessel,BRIGHT,,,Operating / schedule-observed
VESSEL_00257,Vessel,TROUPER,,,Operating / schedule-observed
VESSEL_00258,Vessel,X PRESS ANGLESEY,,,Operating / schedule-observed
VESSEL_00259,Vessel,SKY LIGHT,,,Operating / schedule-observed
VESSEL_00260,Vessel,GOLDEN STAR 1,,,Operating / schedule-observed
VESSEL_00261,Vessel,SSF VALENCE,,,Operating / schedule-observed
VESSEL_00262,Vessel,SM MANALI,,,Operating / schedule-observed
VESSEL_00263,Vessel,REMAH,,,Operating / schedule-observed
VESSEL_00264,Vessel,MIRROR,,,Operating / schedule-observed
VESSEL_00265,Vessel,HUA DA 610,,,Operating / schedule-observed
VESSEL_00266,Vessel,AL BATEEN,,,Operating / schedule-observed
VESSEL_00267,Vessel,SAFEEN PRIZE,,,Operating / schedule-observed
VESSEL_00268,Vessel,SSF DREAM,,,Operating / schedule-observed
VESSEL_00269,Vessel,GFS LETO,,,Operating / registry-observed
VESSEL_00270,Vessel,GFS LYSA,,,Operating / registry-observed
VESSEL_00271,Vessel,GFS MARINE 01,,,Operating / registry-observed
VESSEL_00272,Vessel,GFS RHEA,Cyprus,COMP_GFS,Operating / registry-observed
VESSEL_00273,Vessel,GFS RHINE,,,Operating / registry-observed
VESSEL_00274,Vessel,Baie Comeau,Canada,COMP_CSL_CANADA,Operating
VESSEL_00275,Vessel,Baie St. Paul,Canada,COMP_CSL_CANADA,Operating
VESSEL_00276,Vessel,CSL Assiniboine,Canada,COMP_CSL_CANADA,Operating
VESSEL_00277,Vessel,CSL Laurentien,Canada,COMP_CSL_CANADA,Operating
VESSEL_00278,Vessel,CSL Niagara,Canada,COMP_CSL_CANADA,Operating
VESSEL_00279,Vessel,CSL Tadoussac,Canada,COMP_CSL_CANADA,Operating
VESSEL_00280,Vessel,Frontenac,Canada,COMP_CSL_CANADA,Operating
VESSEL_00281,Vessel,Nukumi,Canada,COMP_CSL_CANADA,Operating
VESSEL_00282,Vessel,Rt. Hon. Paul J. Martin,Canada,COMP_CSL_CANADA,Operating
VESSEL_00283,Vessel,Thunder Bay,Canada,COMP_CSL_CANADA,Operating
VESSEL_00284,Vessel,Whitefish Bay,Canada,COMP_CSL_CANADA,Operating
VESSEL_00285,Vessel,CSL St-Laurent,Canada,COMP_CSL_CANADA,Operating
VESSEL_00286,Vessel,CSL Welland,Canada,COMP_CSL_CANADA,Operating
VESSEL_00287,Vessel,Ferbec,Canada,COMP_CSL_CANADA,Operating
VESSEL_00288,Vessel,Oakglen,Canada,COMP_CSL_CANADA,Operating
VESSEL_00289,Vessel,Spruceglen,Canada,COMP_CSL_CANADA,Operating
VESSEL_00290,Vessel,Tamarack,Canada,COMP_EUREKA_SHIPPING,Operating
VESSEL_00291,Vessel,Algoma Guardian,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00292,Vessel,Algoma Harvester,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00293,Vessel,Algoma Innovator,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00294,Vessel,Algoma Intrepid,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00295,Vessel,Algoma Mariner,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00296,Vessel,Algoma Niagara,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00297,Vessel,Algoma Sault,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00298,Vessel,Algoma Strongfield,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00299,Vessel,Algoma Transport,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00300,Vessel,Capt. Henry Jackman,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00301,Vessel,G3 Marquis,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00302,Vessel,John D Leitch,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00303,Vessel,Radcliffe R Latimer,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00304,Vessel,Tim S Dool,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00305,Vessel,Algonova,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00306,Vessel,Algoscotia,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00307,Vessel,Algosea,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00308,Vessel,Algoterra,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00309,Vessel,Algotitan,Canada,COMP_ALGOMA,2023 regulator-recorded; current status to verify
VESSEL_00310,Vessel,Algoma Bear,Canada,COMP_ALGOMA,Operating
VESSEL_00311,Vessel,Algoma Endeavour,Canada,COMP_ALGOMA,Operating
VESSEL_00312,Vessel,Algoma East Coast,Canada,COMP_FUNDY_TANKERS,Operating
VESSEL_00313,Vessel,Algoma Acadian,Canada,COMP_FUNDY_TANKERS,Operating
VESSEL_00314,Vessel,Mark W. Barker,United States,COMP_INTERLAKE,Operating
VESSEL_00315,Vessel,Paul R. Tregurtha,United States,COMP_INTERLAKE,Operating
VESSEL_00316,Vessel,James R. Barker,United States,COMP_INTERLAKE,Operating
VESSEL_00317,Vessel,Mesabi Miner,United States,COMP_INTERLAKE,Operating
VESSEL_00318,Vessel,Lee A. Tregurtha,United States,COMP_INTERLAKE,Operating
VESSEL_00319,Vessel,Honorable James L. Oberstar,United States,COMP_INTERLAKE,Operating
VESSEL_00320,Vessel,Kaye E. Barker,United States,COMP_INTERLAKE,Operating
VESSEL_00321,Vessel,Herbert C. Jackson,United States,COMP_INTERLAKE,Operating
VESSEL_00322,Vessel,Dorothy Ann,United States,COMP_INTERLAKE,Operating
VESSEL_00323,Vessel,Stewart J. Cort,United States,COMP_INTERLAKE,Operating
VESSEL_00324,Vessel,American Century,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00325,Vessel,American Courage,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00326,Vessel,American Integrity,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00327,Vessel,American Mariner,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00328,Vessel,American Spirit,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00329,Vessel,Burns Harbor,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00330,Vessel,H. Lee White,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00331,Vessel,Indiana Harbor,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00332,Vessel,John J Boland,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00333,Vessel,Sam Laud,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00334,Vessel,Walter J. McCarthy Jr.,United States,COMP_ASC,2023 regulator-recorded; current status to verify
VESSEL_00335,Vessel,Calumet,United States,COMP_GRN,2023 regulator-recorded; current status to verify
VESSEL_00336,Vessel,Defiance,United States,COMP_GRN,2023 regulator-recorded; current status to verify
VESSEL_00337,Vessel,Manitowoc,United States,COMP_GRN,2023 regulator-recorded; current status to verify
VESSEL_00338,Vessel,Menominee,United States,COMP_GRN,2023 regulator-recorded; current status to verify
VESSEL_00339,Vessel,Victory,United States,COMP_GRN,2023 regulator-recorded; current status to verify
VESSEL_00340,Vessel,Olive L Moore,United States,COMP_GRN,2023 regulator-recorded; IMO unresolved
VESSEL_00341,Vessel,Ashtabula,United States,COMP_GRN,2023 regulator-recorded; IMO unresolved
VESSEL_00342,Vessel,Cuyahoga,Canada,COMP_LOWER_LAKES,2023 regulator-recorded; current status to verify
VESSEL_00343,Vessel,Kaministiqua,Canada,COMP_LOWER_LAKES,2023 regulator-recorded; current status to verify
VESSEL_00344,Vessel,Manitoulin,Canada,COMP_LOWER_LAKES,2023 regulator-recorded; current status to verify
VESSEL_00345,Vessel,Michipicoten,Canada,COMP_LOWER_LAKES,2023 regulator-recorded; current status to verify
VESSEL_00346,Vessel,Robert S. Pierson,Canada,COMP_LOWER_LAKES,2023 regulator-recorded; current status to verify
VESSEL_00347,Vessel,Saginaw,Canada,COMP_LOWER_LAKES,2023 regulator-recorded; current status to verify
VESSEL_00348,Vessel,Arthur M. Anderson,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00349,Vessel,Cason J. Callaway,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00350,Vessel,Edgar B. Speer,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00351,Vessel,Edwin H. Gott,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00352,Vessel,Great Republic,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00353,Vessel,John G. Munson,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00354,Vessel,Philip R. Clarke,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00355,Vessel,Presque Isle,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00356,Vessel,Roger Blough,United States,COMP_GREAT_LAKES_FLEET,2023 regulator-recorded; current status to verify
VESSEL_00357,Vessel,Badger,United States,COMP_LAKE_MICHIGAN_CARFERRY,2023 regulator-recorded; current status to verify
VESSEL_00358,Vessel,Florence Spirit,Canada,COMP_MCKEIL,Operating
ASSET001,Asset,Santos Brasil / Tecon Santos,Brazil,COMP_CMA_TERMINALS,Operating
ASSET002,Asset,CMA Terminals Khalifa Port,United Arab Emirates,COMP_CMA_TERMINALS,Operating / expanding
ASSET003,Asset,Terminal 4 Jeddah Islamic Port,Saudi Arabia,COMP_CMA_TERMINALS,Development
ASSET004,Asset,Chicago Gateway,United States,COMP_CEVA,Operating
ASSET005,Asset,Lakes Road Logistics Hub,Australia,COMP_CEVA,Operating
ASSET006,Asset,Dubai South eCommerce warehouse,United Arab Emirates,COMP_CEVA,Operating
ASSET007,Asset,Luxembourg Airport hub,Luxembourg,COMP_CARGOLUX,Operating
ASSET008,Asset,Boeing 747 freighter fleet,Global,COMP_CARGOLUX,Operating
ASSET009,Asset,Khorfakkan Commercial Terminal,United Arab Emirates,COMP_GULFTAINER,Operating / planned expansion
ASSET010,Asset,Al Dhaid Multi-Modal Trade Corridor,United Arab Emirates,COMP_GULFTAINER,Development
ASSET011,Asset,Khalifa Port,United Arab Emirates,COMP_ADPORTS,Operating / expanding
ASSET012,Asset,Fujairah Terminals,United Arab Emirates,COMP_ADPORTS,Operating
ASSET013,Asset,ICAD rail-linked inland logistics network,United Arab Emirates,COMP_ADPORTS,Development / integration
ASSET014,Asset,Jebel Ali Port,United Arab Emirates,COMP_DPW,Operating
ASSET015,Asset,London Gateway,United Kingdom,COMP_DPW,Operating / expanding
ASSET016,Asset,Southampton Container Terminal,United Kingdom,COMP_DPW,Operating
ASSET017,Asset,Lázaro Cárdenas terminal,Mexico,COMP_APMT,Operating / expanding
ASSET018,Asset,Suape terminal,Brazil,COMP_APMT,Development
ASSET019,Asset,Muggiano Integrated Shipyard,Italy,COMP_FINCANTIERI,Operating
ASSET020,Asset,Bahrain,Bahrain,COMP_APMT,Operating / network
ASSET021,Asset,Pointe-Noire,Congo,COMP_APMT,Operating / network
ASSET022,Asset,Abidjan Côte d’Ivoire Terminal (CIT),Côte d'Ivoire,COMP_APMT,Operating / network
ASSET023,Asset,San Pedro,Côte d'Ivoire,COMP_APMT,Operating / network
ASSET024,Asset,Suez Canal Container Terminal (SCCT),Egypt,COMP_APMT,Operating / network
ASSET025,Asset,Tema,Ghana,COMP_APMT,Operating / network
ASSET026,Asset,Aqaba,Jordan,COMP_APMT,Operating / network
ASSET027,Asset,Monrovia,Liberia,COMP_APMT,Operating / network
ASSET028,Asset,MedPort Tangier,Morocco,COMP_APMT,Operating / network
ASSET029,Asset,Tangier,Morocco,COMP_APMT,Operating / network
ASSET030,Asset,Apapa,Nigeria,COMP_APMT,Operating / network
ASSET031,Asset,Onne,Nigeria,COMP_APMT,Operating / network
ASSET032,Asset,Salalah,Oman,COMP_APMT,Operating / network
ASSET033,Asset,Guangzhou,China,COMP_APMT,Operating / network
ASSET034,Asset,Qingdao,China,COMP_APMT,Operating / network
ASSET035,Asset,Shanghai,China,COMP_APMT,Operating / network
ASSET036,Asset,Tianjin,China,COMP_APMT,Operating / network
ASSET037,Asset,Xiamen,China,COMP_APMT,Operating / network
ASSET038,Asset,Mumbai,India,COMP_APMT,Operating / network
ASSET039,Asset,Pipavav,India,COMP_APMT,Operating / network
ASSET040,Asset,Yokohama,Japan,COMP_APMT,Operating / network
ASSET041,Asset,Tanjung Pelepas,Malaysia,COMP_APMT,Operating / network
ASSET042,Asset,Colombo,Sri Lanka,COMP_APMT,Operating / network
ASSET043,Asset,Laem Chabang,Thailand,COMP_APMT,Operating / network
ASSET044,Asset,Cai Mep,Vietnam,COMP_APMT,Operating / network
ASSET045,Asset,Rijeka Gateway,Croatia,COMP_APMT,Operating / network
ASSET046,Asset,Aarhus,Denmark,COMP_APMT,Operating / network
ASSET047,Asset,Kalundborg,Denmark,COMP_APMT,Operating / network
ASSET048,Asset,Marseille Fos,France,COMP_APMT,Operating / network
ASSET049,Asset,Poti,Georgia,COMP_APMT,Operating / network
ASSET050,Asset,Bremerhaven,Germany,COMP_APMT,Operating / network
ASSET051,Asset,Vado Ligure,Italy,COMP_APMT,Operating / network
ASSET052,Asset,Rotterdam Maasvlakte II,Netherlands,COMP_APMT,Operating / network
ASSET053,Asset,Algeciras,Spain,COMP_APMT,Operating / network
ASSET054,Asset,Barcelona,Spain,COMP_APMT,Operating / network
ASSET055,Asset,Gijón,Spain,COMP_APMT,Operating / network
ASSET056,Asset,Valencia,Spain,COMP_APMT,Operating / network
ASSET057,Asset,Gothenburg,Sweden,COMP_APMT,Operating / network
ASSET058,Asset,Izmir,Turkey,COMP_APMT,Operating / network
ASSET059,Asset,Buenos Aires,Argentina,COMP_APMT,Operating / network
ASSET060,Asset,Itapoá,Brazil,COMP_APMT,Operating / network
ASSET061,Asset,Pecém,Brazil,COMP_APMT,Operating / network
ASSET062,Asset,Santos,Brazil,COMP_APMT,Operating / network
ASSET063,Asset,Suape,Brazil,COMP_APMT,Operating / network
ASSET064,Asset,Buenaventura,Colombia,COMP_APMT,Operating / network
ASSET065,Asset,Moín,Costa Rica,COMP_APMT,Operating / network
ASSET066,Asset,Puerto Quetzal,Guatemala,COMP_APMT,Operating / network
ASSET067,Asset,Lázaro Cárdenas,Mexico,COMP_APMT,Operating / network
ASSET068,Asset,Progreso,Mexico,COMP_APMT,Operating / network
ASSET069,Asset,Callao,Peru,COMP_APMT,Operating / network
ASSET070,Asset,"Los Angeles, CA",United States,COMP_APMT,Operating / network
ASSET071,Asset,"Miami, FL",United States,COMP_APMT,Operating / network
ASSET072,Asset,"Mobile, AL",United States,COMP_APMT,Operating / network
ASSET073,Asset,"Elizabeth, NJ",United States,COMP_APMT,Operating / network
ASSET074,Asset,United Ports LLC terminal portfolio,Global,COMP_UNITED_PORTS,Operating
ASSET075,Asset,GeelongPort,Australia,COMP_GEELONGPORT,Operating
ASSET076,Asset,International Transportation Service terminal portfolio,United States,COMP_ITS,Operating / expanding
ASSET077,Asset,KKR/Mirastar UK logistics portfolio - July 2026,United Kingdom,COMP_MIRASTAR,Operating
ASSET078,Asset,Fort Worth rail-served logistics asset,United States,COMP_STONEPEAK,Operating
ASSET079,Asset,Proxity pan-European logistics portfolio,Europe,COMP_PROXITY,Operating / expanding
ASSET080,Asset,PLIVE seed logistics portfolio,Europe,COMP_PLIVE,Operating / expanding
ASSET081,Asset,Tbilisi Intermodal Hub / Tbilisi Dry Port,Georgia,COMP_TBILISI_DRY_PORT,Operating / expanding
ASSET082,Asset,Al Faya Dry Port,United Arab Emirates,COMP_ADPORTS,Operating
ASSET083,Asset,Al Ghail Dry Port rail terminal,United Arab Emirates,COMP_ETIHAD_RAIL,Operating
ASSET084,Asset,CentrePort Canada,Canada,COMP_CENTREPORT,Operating / expanding
ASSET085,Asset,Jebel Ali Free Zone (JAFZA),United Arab Emirates,COMP_JAFZA,Operating
ASSET086,Asset,JAFZA Logistics Park,United Arab Emirates,COMP_JAFZA,Operating / expanding
ASSET087,Asset,KEZAD economic-zones ecosystem,United Arab Emirates,COMP_KEZAD,Operating / expanding
ASSET088,Asset,KEZAD East Port Said Economic Zone,Egypt,COMP_KEZAD,Development
ASSET089,Asset,Al Dhaid Multi-Modal Trade Corridor,United Arab Emirates,COMP_GULFTAINER,Development
CORRIDOR_SUEZ,Corridor,Suez Canal,Egypt,,Active
CORRIDOR_HORMUZ,Corridor,Strait of Hormuz,Oman / Iran,,Active
CORRIDOR_MALACCA,Corridor,Strait of Malacca,Malaysia / Singapore / Indonesia,,Active
CORRIDOR_PANAMA,Corridor,Panama Canal,Panama,,Active
CORRIDOR_MIDDLE,Corridor,Middle Corridor / Trans-Caspian route,China / Central Asia / Caspian / Caucasus / Türkiye / Black Sea,,Active / expanding
CORRIDOR_UAE_RAIL,Corridor,UAE National Rail freight corridor,United Arab Emirates,,Active / expanding
CORRIDOR_MIDCONTINENT,Corridor,North American Mid-Continent Trade & Transportation Corridor,Canada / United States / Mexico,,Active
CORRIDOR_GLSS,Corridor,Great Lakes–St. Lawrence Seaway corridor,Canada / United States,,Active / seasonal
COMP_CMA_CGM,Company,CMA CGM Group,France,,Active
COMP_CEVA,Company,CEVA Logistics,France,,Active
COMP_CMA_TERMINALS,Company,CMA Terminals,France,,Active
COMP_APMT,Company,APM Terminals,Netherlands,,Active
COMP_DPW,Company,DP World,United Arab Emirates,,Active
COMP_ADPORTS,Company,AD Ports Group,United Arab Emirates,,Active
COMP_GULFTAINER,Company,Gulftainer,United Arab Emirates,,Active
COMP_CARGOLUX,Company,Cargolux Airlines International,Luxembourg,,Active
COMP_FINCANTIERI,Company,Fincantieri,Italy,,Active
COMP_ABP,Company,Associated British Ports,United Kingdom,,Active
COMP_PEEL,Company,Peel Ports Group,United Kingdom,,Active
COMP_FORTH,Company,Forth Ports,United Kingdom,,Active
COMP_PDPORTS,Company,PD Ports,United Kingdom,,Active
COMP_HUTCHISON,Company,Hutchison Ports,"Hong Kong, China",,Active
COMP_BRISTOL,Company,The Bristol Port Company,United Kingdom,,Active
COMP_CMA_AIR,Company,CMA CGM AIR CARGO,France,,Active
COMP_MAERSK,Company,A.P. Moller - Maersk,Denmark,,Active
COMP_MAERSK_AIR,Company,Maersk Air Cargo,Denmark,,Active
COMP_MSC,Company,MSC Mediterranean Shipping Company,Switzerland,,Active
COMP_TIL,Company,Terminal Investment Limited,Switzerland,,Active
COMP_MSC_CRUISES,Company,MSC Cruises,Switzerland,,Active
COMP_COSCO_GROUP,Company,COSCO SHIPPING,China,,Active
COMP_COSCO_LINES,Company,COSCO SHIPPING Lines,China,,Active
COMP_COSCO_PORTS,Company,COSCO SHIPPING Ports,China,,Active
COMP_EVERGREEN,Company,Evergreen Marine,Taiwan,,Active
COMP_NOATUM,Company,Noatum,Spain,,Active
COMP_NOATUM_MARITIME,Company,Noatum Maritime,Spain,,Active
COMP_NOATUM_LOGISTICS,Company,Noatum Logistics,Spain,,Active
COMP_GFS,Company,Global Feeder Shipping,United Arab Emirates,,Active
COMP_UGR,Company,United Global Ro-Ro,United Arab Emirates,,Active
COMP_ADNOC,Company,ADNOC,United Arab Emirates,,Active
COMP_ADNOC_LS,Company,ADNOC Logistics & Services,United Arab Emirates,,Active
COMP_NAVIG8,Company,Navig8,,,Active
COMP_ZMI,Company,Zakher Marine International Holdings,United Arab Emirates,,Active
COMP_AW_SHIPPING,Company,AW Shipping,United Arab Emirates / China,,Active
COMP_WANHUA,Company,Wanhua Chemical Group,China,,Active
COMP_ADNOC_GAS,Company,ADNOC Gas,United Arab Emirates,,Active
COMP_BAHRI,Company,Bahri,Saudi Arabia,,Active
COMP_NAKILAT,Company,Nakilat,Qatar,,Active
COMP_MILAHA,Company,Milaha / Qatar Navigation Q.P.S.C.,Qatar,,Active
COMP_QATARENERGY,Company,QatarEnergy,Qatar,,Active
COMP_BYD,Company,BYD Company / BYD Auto,China,,Active
COMP_ZODIAC,Company,Zodiac Maritime,United Kingdom,,Active
COMP_ZIM,Company,ZIM Integrated Shipping Services,Israel,,Active
COMP_SINOKOR,Company,SINOKOR Merchant Marine,South Korea,,Active
COMP_BP,Company,bp p.l.c.,United Kingdom,,Active
COMP_BP_SHIPPING,Company,bp Shipping Limited,United Kingdom,,Active
COMP_CHEVRON,Company,Chevron Corporation,United States,,Active
COMP_CHEVRON_SHIPPING,Company,Chevron Shipping Company,United States,,Active
COMP_EXXON,Company,Exxon Mobil Corporation,United States,,Active
COMP_SEARIVER,Company,"SeaRiver Maritime, Inc.",United States,,Active
COMP_IMT,Company,International Marine Transportation Limited,United Kingdom,,Active
COMP_PERFORMANCE_SHIPPING,Company,Performance Shipping Inc.,Greece,,Active
COMP_VITOL,Company,Vitol,,,Active
COMP_HAPAG_LLOYD,Company,Hapag-Lloyd AG,Germany,,Active
COMP_ONE,Company,Ocean Network Express Pte. Ltd.,Singapore,,Active
COMP_YANG_MING,Company,Yang Ming Marine Transport Corporation,Taiwan,,Active
COMP_HMM,Company,"HMM Co., Ltd.",South Korea,,Active
COMP_PIL,Company,Pacific International Lines (Pte) Ltd,Singapore,,Active
COMP_WAN_HAI,Company,Wan Hai Lines Ltd.,Taiwan,,Active
COMP_SEALEAD,Company,SeaLead Shipping,Singapore,,Active
COMP_XPRESS,Company,X-Press Feeders,Singapore,,Active
COMP_UNIFEEDER,Company,Unifeeder A/S,Denmark,,Active
COMP_ESL,Company,Emirates Shipping Line,United Arab Emirates,,Active
COMP_SAFEEN_FEEDERS,Company,SAFEEN Feeders,United Arab Emirates,,Active
COMP_TRANSMAR,Company,Transmar International Shipping,Egypt,,Active
COMP_GFS_SHIP_MGMT,Company,GFS Ship Management FZE,United Arab Emirates,,Active
COMP_CHINA_MERCHANTS_GROUP,Company,China Merchants Group,China,,Active
COMP_CMES,Company,"China Merchants Energy Shipping Co., Ltd.",China,,Active
COMP_COSCO_ENERGY,Company,"COSCO SHIPPING Energy Transportation Co., Ltd.",China,,Active
COMP_FRONTLINE,Company,Frontline plc,Cyprus,,Active
COMP_ANGELICOUSSIS_GROUP,Company,Angelicoussis Group,Greece,,Active
COMP_MARAN_TANKERS,Company,Maran Tankers Management Inc.,Greece,,Active
COMP_MOL,Company,"Mitsui O.S.K. Lines, Ltd.",Japan,,Active
COMP_DHT,Company,"DHT Holdings, Inc.",Bermuda,,Active
COMP_NYK,Company,Nippon Yusen Kabushiki Kaisha (NYK Line),Japan,,Active
COMP_ASYAD_GROUP,Company,Asyad Group,Oman,,Active
COMP_ASYAD_SHIPPING,Company,Asyad Shipping Company,Oman,,Active
COMP_NITC,Company,National Iranian Tanker Company,Iran,,Active
COMP_BC_FERRIES,Company,BC Ferries,Canada,,Active
COMP_WSF,Company,Washington State Ferries,United States,,Active
COMP_AMHS,Company,Alaska Marine Highway System,United States,,Active
COMP_MARINE_ATLANTIC,Company,Marine Atlantic,Canada,,Active
COMP_PO_FERRIES,Company,P&O Ferries,United Kingdom,,Active
COMP_DFDS,Company,DFDS,Denmark,,Active
COMP_MOL_SUNFLOWER,Company,MOL Sunflower,Japan,,Active
COMP_2GO,Company,2GO Group / 2GO Travel,Philippines,,Active
COMP_ASDP,Company,PT ASDP Indonesia Ferry,Indonesia,,Active
COMP_STAR_FERRY,Company,The Star Ferry Company,"Hong Kong, China",,Active
COMP_AB_MARITIME,Company,Arab Bridge Maritime,Jordan,,Active
COMP_SEALINK_KI,Company,SeaLink Kangaroo Island,Australia,,Active
COMP_FULLERS360,Company,Fullers360,New Zealand,,Active
COMP_CALMAC,Company,CalMac Ferries / Caledonian MacBrayne,United Kingdom,,Active
COMP_CSL_GROUP,Company,The CSL Group,Canada,,Active
COMP_CSL_CANADA,Company,Canada Steamship Lines,Canada,,Active
COMP_CSL_AUSTRALIA,Company,CSL Australia,Australia,,Active
COMP_CSL_AMERICAS,Company,CSL Americas,United States,,Active
COMP_ALGOMA,Company,Algoma Central Corporation,Canada,,Active
COMP_INTERLAKE,Company,The Interlake Steamship Company,United States,,Active
COMP_CN,Company,Canadian National Railway / CN,Canada,,Active
COMP_GREAT_LAKES_FLEET,Company,Great Lakes Fleet,United States,,Active
COMP_FEDNAV,Company,Fednav,Canada,,Active
COMP_MCKEIL,Company,McKeil Marine,Canada,,Active
COMP_MAINSTAY,Company,Mainstay Maritime,United States,,Active
COMP_ASC,Company,American Steamship Company,United States,,Active
COMP_GRN,Company,Grand River Navigation,United States,,Active
COMP_ANDRIE,Company,Andrie,United States,,Active
COMP_VICTORY_CRUISE,Company,Victory Cruise Lines,United States,,Active
COMP_PEARL_SEAS,Company,Pearl Seas Cruises,United States,,Active
COMP_VIKING,Company,Viking,,,Active
COMP_PONANT,Company,Ponant,France,,Active
COMP_HAPAG_LLOYD_CRUISES,Company,Hapag-Lloyd Cruises,Germany,,Active
COMP_AMERICAN_CRUISE,Company,American Cruise Lines,United States,,Active
COMP_ST_LAWRENCE_CRUISE,Company,St. Lawrence Cruise Lines,Canada,,Active
COMP_EUREKA_SHIPPING,Company,Eureka Shipping,,,Active
COMP_SMT_SHIPPING,Company,SMT Shipping,,,Active
COMP_ALGOMA_TANKERS,Company,Algoma Tankers Chartering Limited,Canada,,Active
COMP_FUNDY_TANKERS,Company,Fundy Tankers Ltd.,Canada,,Active
COMP_LOWER_LAKES,Company,Lower Lakes Towing,Canada,,Active
COMP_KEY_LAKES,Company,"Key Lakes, Inc.",United States,,Active
COMP_LAKE_MICHIGAN_CARFERRY,Company,Lake Michigan Carferry,United States,,Active
COMP_BROOKFIELD_AM,Company,Brookfield Asset Management,Canada,,Active
COMP_BROOKFIELD_INFRA,Company,Brookfield Infrastructure Partners,Bermuda,,Active
COMP_KKR,Company,KKR & Co. Inc.,United States,,Active
COMP_MIRASTAR,Company,Mirastar,United Kingdom,,Active
COMP_STONEPEAK,Company,Stonepeak,United States,,Active
COMP_BLACKROCK,Company,"BlackRock, Inc.",United States,,Active
COMP_GIP,Company,Global Infrastructure Partners,United States,,Active
COMP_MACQUARIE_AM,Company,Macquarie Asset Management,Australia,,Active
COMP_IFM,Company,IFM Investors,Australia,,Active
COMP_BLACKSTONE,Company,Blackstone Inc.,United States,,Active
COMP_PROXITY,Company,Proxity,Germany,,Active
COMP_PROLOGIS,Company,"Prologis, Inc.",United States,,Active
COMP_GIC,Company,GIC,Singapore,,Active
COMP_LA_CAISSE,Company,La Caisse (CDPQ),Canada,,Active
COMP_ESR,Company,ESR Group,Hong Kong SAR,,Active
COMP_CIC,Company,China Investment Corporation,China,,Active
COMP_LOGICOR,Company,Logicor,United Kingdom / Luxembourg,,Active
COMP_CARESUPER,Company,CareSuper,Australia,,Active
COMP_UNITED_PORTS,Company,United Ports LLC,United States,,Active
COMP_GEELONGPORT,Company,GeelongPort Pty Limited,Australia,,Active
COMP_ITS,Company,International Transportation Service,United States,,Active
COMP_PLP,Company,PLP,United Kingdom,,Active
