Vessel ID,Vessel Name,IMO,Owner Company ID,Operator Company ID,Vessel Type,Subtype / Class,Flag,Year Built,DWT,Capacity,Ramp Capacity,Free Height,Home Port,Primary Service,Fuel / Propulsion,Status,Source ID,Completeness Note,Gross Tonnage (GT),Net Tonnage (NT),LOA (m),Beam (m),MMSI,Call Sign,Registered Owner (Legal),Technical / ISM Manager
VESSEL_00119,KOOKYANG SINGAPORE,9354234,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00120,GENEVA QUEEN,9638642,COMP_SINOKOR,COMP_SINOKOR,Bulker / Kamsarmax,Korea / Sungdong M.E,,2012,81361,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00121,Hakata Voyager,9329588,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Fujian Mawei,,2005,,698 TEU,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00122,Vostochny Voyager,9329590,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Fujian Mawei,,2005,,698 TEU,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00123,HongKong Voyager,9402500,COMP_SINOKOR,COMP_SINOKOR,Containership,Japan / Hakata,,2006,,"1,060 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00124,Osaka Voyager,9329576,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Fujian Mawei,,2005,,698 TEU,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00125,NAGOYA TRADER,9517628,COMP_SINOKOR,COMP_SINOKOR,Containership,Japan / Kyokuyo,,2009,,907 TEU,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00126,SAWASDEE PACIFIC,9879363,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai Mipo,,2020,,"1,809 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00127,SAWASDEE ATLANTIC,9879375,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai Mipo,,2020,,"1,809 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00128,SAWASDEE BALTIC,9886067,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai Mipo,,2020,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00129,SAWASDEE SUNRISE,9886079,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai Mipo,,2020,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00130,HOCHIMINH VOYAGER,9532276,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00131,JAKARTA VOYAGER,9532288,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00132,SHANGHAI VOYAGER,9536973,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00133,NINGBO TRADER,9347968,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00134,YOKOHAMA TRADER,9915961,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00135,SURABAYA VOYAGER,9137703,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00136,KOBE TRADER,9915973,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Wenchong,,2021,13254,"1,080 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00137,CHENNAI VOYAGER,9153410,COMP_SINOKOR,COMP_SINOKOR,Containership,Germany / Volkswerft,Panama,1999,33819,"2,546 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00138,SENDAI TRADER,9397107,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Taizhou Kouan,Korea,2008,13632,"1,118 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00139,QINGDAO TRADER,9915985,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Wenchong,,2021,,"1,080 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00140,YANGTZE TRADER,9915997,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Wenchong,,2022,,"1,084 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00141,NO.2 OCEAN PIONEER,9340439,COMP_SINOKOR,COMP_SINOKOR,Tanker,Japan / Usuki,,2006,19990,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00142,OCEAN PIONEER,9347152,COMP_SINOKOR,COMP_SINOKOR,Tanker,Japan / Fukuoka Shipbuilding,,2007,25300,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00143,SAWASDEE CHITTAGONG,9940758,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2022,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00144,SAWASDEE SHANGHAI,9940760,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2022,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00145,SAWASDEE XIAMEN,9940772,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2022,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00146,SAWASDEE INCHEON,9940784,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2022,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00147,SAWASDEE SIRIUS,9943774,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00148,SAWASDEE VEGA,9943786,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00149,SAWASDEE CAPELLA,9943798,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00150,SAWASDEE RIGEL,9943803,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00151,SAWASDEE ALTAIR,9946635,COMP_SINOKOR,COMP_SINOKOR,Vessel,,,,,,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00152,SAWASDEE SPICA,9946647,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2023,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00153,SAWASDEE DENEB,9946659,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2023,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00154,YEOSU VOYAGER,9963138,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,Panama,2023,36882,"2,500 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00155,INCHEON VOYAGER,9963140,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,Panama,2023,36882,"2,500 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00156,ULSAN VOYAGER,9963152,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,Panama,2023,36882,"2,500 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00157,SAWASDEE MIMOSA,9946661,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2023,,"1,800 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00158,TOYAMA TRADER,9968114,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2023,,"1,000 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00159,KWANGYANG VOYAGER,9963164,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,Panama,2024,36882,"2,500 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00160,AKITA TRADER,9968126,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,Liberia,2024,12681,"1,000 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00161,MELBOURNE BRIDGE,9967287,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,Liberia,2024,88158,"8,000 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00162,SYDNEY BRIDGE,9967304,COMP_SINOKOR,COMP_SINOKOR,Containership,Korea / Hyundai,,2024,,"8,000 TEU",,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00163,MOJI EXPRESS,1056032,COMP_SINOKOR,COMP_SINOKOR,Containership,China / Jiangsu Zhenjiang Shipyard,,2025,,430 TEU,,,,,,Operating,SRC_0102,SINOKOR official vessel-information page; technical fields are partial where the public page extract was not fully captured.,,,,,,,,
VESSEL_00164,Asia Excellence,9610767,COMP_CHEVRON,COMP_CHEVRON_SHIPPING,LNG carrier,,,,,"~160,000 m3",,,,,LNG carrier,Operating,SRC_0105,Chevron identifies Asia Excellence as one of its advanced LNG ships; IMO/build details to enrich.,,,,,,,,
VESSEL_00165,P. Long Beach,9656890,COMP_PERFORMANCE_SHIPPING,COMP_PERFORMANCE_SHIPPING,LR2 Aframax tanker,,,2013,105408,,,,,,,Operating / chartered,SRC_0109,Time-chartered to SeaRiver Maritime from around mid-December 2025 for 24 months.,,,,,,,,
VESSEL_00166,Largo Eagle,9935911,,,MR product tanker,,,,,,,,,,,Operating / cargo booking,SRC_0110,Booked for ExxonMobil U.S. Gulf-to-Australia fuel movement via Vitol in March 2026; ownership to resolve.,,,,,,,,
VESSEL_00167,Nord Ventura,9910337,,,MR product tanker,,,,,,,,,,,Operating / cargo booking,SRC_0110,Booked for ExxonMobil U.S. Gulf-to-Australia fuel movement via Vitol in March 2026; ownership to resolve.,,,,,,,,
VESSEL_00168,Rex Tillerson,9953248,,,LNG carrier,,,,,"174,000 m3 class",,,,,,Operating / delivered 2024,SRC_0086,First vessel delivered under QatarEnergy's historic LNG fleet expansion program; ownership/operator relationship to resolve.,,,,,,,,
VESSEL_00169,CAPT. KATTELMANN,9330915,,,Containership,GFS Ship Management published fleet,Malta,2006,20250,"1,440 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,15995,6251,170.15,,249831000,9HA6400,,GFS Ship Management FZE
VESSEL_00170,ATHENA,9187344,,,Containership,GFS Ship Management published fleet,St Vincent & Grenadines,1999,30322,"2,011 TEU",,,,,,Operating,SRC_0179,"Official GFS fleet page gives 30,322 DWT; vessel registries show 29,266 DWT. Registered owner / manager separately captured.",24724,10814,200,30,377074000,J8B5445,ONYX NAVIGATION LTD,GFS Ship Management FZE
VESSEL_00171,GFS GALAXY,9401271,,COMP_GFS,Containership,GFS Ship Management published fleet,Cyprus,2009,85622,"7,070 TEU",,,Limassol,,,Damaged / post-incident assessment,SRC_0179,Beneficially owned by AD Ports Group and operated by Global Feeder Shipping at time of Iranian attack; AD Ports filing states vessel was brought safely to Khor Fakkan. Registry sources report DWT/TEU variants.,75604,47246,304.12,40,210154000,5BWV6,FRENDALE NAVIGATION CO LTD,GFS Ship Management FZE
VESSEL_00172,GFS GENESIS,9704659,,,Containership,GFS Ship Management published fleet,Singapore,2015,54285,"4,350 TEU",,,,,,Operating,SRC_0179,"Official page contains a GT typography error ('4,4887'); normalized here to 44,887 based on context and cross-source fleet particulars.",44887,18100,231.3,,566446000,,,GFS Ship Management FZE
VESSEL_00173,GFS PRECIOUS,9436434,,,Containership,GFS Ship Management published fleet,Singapore,2008,42060,"3,534 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,35991,,231,,563164800,9V8223,,GFS Ship Management FZE
VESSEL_00174,GFS GISELLE,9704661,,,Containership,GFS Ship Management published fleet,Singapore,2015,54285,"4,400 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,44887,18100,231.27,,566456000,,,GFS Ship Management FZE
VESSEL_00175,GFS RUBY,9455909,,,Containership,GFS Ship Management published fleet,Singapore,2010,23341.68,"1,740 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,18321,10202,175.54,,563115300,,,GFS Ship Management FZE
VESSEL_00176,GFS PRESTIGE,9303819,,,Containership,GFS Ship Management published fleet,Singapore,2007,39266,"2,824 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,28592,14769,222.15,,563115900,9V5726,,GFS Ship Management FZE
VESSEL_00177,GFS PRIDE,9349045,,COMP_GFS,Containership,GFS Ship Management published fleet,Singapore,2008,39446,"2,824 TEU",,,,JJS / feeder service,,Operating,SRC_0179,GFS Ship Management took over the vessel in 2020 and official reporting identified its JJS service as operated by Global Feeder Shipping; current public fleet data continues to associate it with GFS.,28340,14289,222.15,30,563115400,9V6902,,GFS Ship Management FZE
VESSEL_00178,GFS RANNA,9137569,,,Containership,GFS Ship Management published fleet,St Vincent & Grenadines,1997,24382,"1,659 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,18602,,193,,377751000,J8B5561,,GFS Ship Management FZE
VESSEL_00179,GFS JADE,9187863,,,Containership,GFS Ship Management published fleet,St Vincent & Grenadines,1999,34000,"2,452 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,25535,,199.85,,377311000,J8B6169,,GFS Ship Management FZE
VESSEL_00180,GFS PERFECT,9308039,,,Containership,GFS Ship Management published fleet,Singapore,2007,42950,"3,451 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,36483,,238.87,,563127400,9V7054,,GFS Ship Management FZE
VESSEL_00181,GFS PEARL,9320051,,,Containership,GFS Ship Management published fleet,Cyprus,2006,37929,"2,741 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,27971,,221.62,,210142000,5BRP5,,GFS Ship Management FZE
VESSEL_00182,GFS JUNO,9187875,,,Containership,GFS Ship Management published fleet,St Vincent & Grenadines,2000,34000,"2,452 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,25535,,199.85,,375751000,J8B6097,,GFS Ship Management FZE
VESSEL_00183,GFS PRIME,9311749,,,Containership,GFS Ship Management published fleet,Cyprus,2006,39228,"2,824 TEU",,,,,,Operating,SRC_0179,"Published on GFS Ship Management fleet page; LOA differs across secondary vessel sources, so official GFS figure retained.",28911,15023,212.2,,209849000,,,GFS Ship Management FZE
VESSEL_00184,GFS SAPPHIRE,9330927,,,Containership,GFS Ship Management published fleet,Malta,2007,20250,"1,440 TEU",,,,,,Operating,SRC_0179,Published on GFS Ship Management fleet page; commercial operator and legal owner require current vessel-level reconciliation.,15995,6251,170.15,,249197000,9HA6159,,GFS Ship Management FZE
VESSEL_00185,SIGYN W,9754446,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0191,"Observed in CMA CGM schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00186,KOI,9461489,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0191,"Observed in CMA CGM schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00187,CMA CGM AMBER,9350381,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0191,"Observed in CMA CGM schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00188,CMA CGM SORBONNE,9839210,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0191,"Observed in CMA CGM schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00189,CMA CGM MEKONG,9718105,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0191,"Observed in CMA CGM schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00190,MSC UTMOST VIII,9302621,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0192,"Observed in MSC schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00191,MSC TARA III,9259381,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0192,"Observed in MSC schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00192,MSC KAYLA,9242637,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0192,"Observed in MSC schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00193,MSC JENNY II,9000742,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0192,"Observed in MSC schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00194,MSC SHANGHAI V,9231822,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0192,"Observed in MSC schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00195,MAERSK SANA,9289922,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0193,"Observed in Maersk schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00196,MAERSK STOCKHOLM,9352042,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0193,"Observed in Maersk schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00197,ADRIAN MAERSK,9948815,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0193,"Observed in Maersk schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00198,BSG BONAIRE,9303766,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0193,"Observed in Maersk schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00199,AS SIMONE,9813814,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0193,"Observed in Maersk schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00200,XIN FEI ZHOU,9337937,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0194,"Observed in COSCO schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00201,XIN TAI CANG,9320465,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0194,"Observed in COSCO schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00202,SEASMILE,9632820,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0194,"Observed in COSCO schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00203,HANSA BREITENBURG,9155391,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0194,"Observed in COSCO schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00204,SMC COLUMBUS,9961556,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0194,"Observed in COSCO schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00205,EVER FAR,9850862,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0195,"Observed in Evergreen schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00206,EVER BEFIT,9784128,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0195,"Observed in Evergreen schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00207,EVER LINKING,9629043,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0195,"Observed in Evergreen schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00208,EVER MEMO,9935272,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0195,"Observed in Evergreen schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00209,NORTHERN PRACTISE,9450301,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0195,"Observed in Evergreen schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00210,VALPARAISO EXPRESS,9777589,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0196,"Observed in Hapag-Lloyd schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00211,SALERNO EXPRESS,9439761,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0196,"Observed in Hapag-Lloyd schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00212,CARTAGENA EXPRESS,9777618,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0196,"Observed in Hapag-Lloyd schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00213,DAMIETTA EXPRESS,9543108,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0196,"Observed in Hapag-Lloyd schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00214,AL NASRIYAH,9708849,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0196,"Observed in Hapag-Lloyd schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00215,NYK FUJI,9482938,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0197,"Observed in ONE schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
VESSEL_00216,ONE SPHERE,9975624,,,Container / liner vessel,Current carrier schedule seed,,,,,,,,,,Operating / schedule-observed,SRC_0197,"Observed in ONE schedule. This establishes service/deployment evidence only; legal owner, beneficial owner, technical manager and actual vessel operator are not inferred from the schedule.",,,,,,,,
