Ownership ID,Terminal ID,Company ID,Company / Partner,Relationship,Equity %,Operating Control,Status,Details,Source URL
OWN00252,TERM0245,COMP_APMT,HHIT,Operator / portfolio relationship,,Yes,Current / see source,APM Terminals / Hateco partnership,https://akamai.apmterminals.com/en/news/news-releases/2026/260425-APM-Terminals-and-Hateco-partner-in-Da-Nang
OWN00253,TERM0082,COMP_CMA_TERMINALS,CMA Terminals,Owner,70,Joint operator / terminal partner,Current,70% CMA Terminals; 30% AD Ports Group,https://www.adportsgroup.com/en/news-and-media/2025/11/18/ad-ports-group-signs-agreement-with-cma-cgm-group-to-expand-terminal-at-khalifa-port
OWN00254,TERM0082,COMP_ADPORTS,AD Ports Group,Owner,30,Joint terminal partner,Current,30% AD Ports Group,https://www.adportsgroup.com/en/news-and-media/2025/11/18/ad-ports-group-signs-agreement-with-cma-cgm-group-to-expand-terminal-at-khalifa-port
OWN00255,TERM0097,COMP_ADPORTS,AD Ports Group,Owner,51,Lead JV / operator,Development,51% AD Ports Group,
OWN00256,TERM0097,COMP_CMA_TERMINALS,CMA Terminals,Owner,49,JV partner,Development,49% CMA Terminals,https://www.adportsgroup.com/en/news-and-media/2026/05/18/ad-ports-group-awards-three-contracts-for-noatum-ports-pointe-noire-terminal
OWN00257,TERM0155,COMP_TERMINAL_LINK,Terminal Link Miami,Owner,51,,Current,51% Terminal Link Miami / CMA CGM,https://www.terminal-link.com/ports/location
OWN00258,TERM0155,COMP_APMT,APM Terminals,Owner,49,,Current,49% APM Terminals,https://www2.apmterminals.com/en/miami/about/our-terminal
OWN00259,TERM0040,COMP_DPW,DP World,Owner / operator,62.5,Yes,Agreement structure,DP World retains operating control,https://www.dpworld.com/en/ports-terminals/saudi-arabia/jeddah
OWN00260,TERM0040,COMP_APMT,APM Terminals,Minority investment agreement,37.5,No,Pending completion verification,APM Terminals to acquire 37.5%,https://www2.apmterminals.com/en/news/news-releases/2026/260218-APM-Terminals-DPWorld-strategic-partnership-Jeddah-Islamic-Port
OWN00261,TERM0183,COMP_APMT,APM Terminals,Owner,50,,Current,50/50 JV,https://www2.apmterminals.com/en/
OWN00262,TERM0183,COMP_TIL,Terminal Investment Limited,Owner,50,,Current,50/50 JV,https://tilgroup.com/about-us.html
OWN00263,TERM0018,COMP_DPW,DP World,Investor / operator,,,Current,Shared terminal investment; exact current equity to verify in next pass,https://www.dpworld.com/en/ports-terminals/belgium/antwerp
OWN00264,TERM0018,COMP_TERMINAL_LINK,Terminal Link,Investor,,,Current,Shared terminal investment; exact current equity to verify in next pass,https://www.terminal-link.com/ports/location
